CABra ID  	 8
ANA ID    	 14330000
Longitude 	 -67.918   	 dd
Latitude  	 -3.076    	 dd
Area      	 1210246.735	 km²
Elevation 	 1034.6799 	 m
 
PREC, TMIN, TMAX, RH, WIND and SRAD product are derived from the ERA5 dataset
ET product is derived from the GLEAM dataset
PET PM was estimated by Penman-Monteith method
PET PT was estimated by Priestley & Taylor method
PET HG was estimated by Hargreaves method
 
 Year	 Month	   Day	     PREC	       TMIN	       TMAX	         RH	       WIND	       SRAD	       ET	   PET PM	   PET PT	   PET HG
     	      	      	       mm	         °C	         °C	          %	      m s¯¹	     MJ m¯²	       mm	       mm	       mm	       mm
 1980	     1	     1	   11.744	     21.693	     27.929	     87.845	      0.190	     14.057	    4.466	    3.622	    4.495	    3.457
 1980	     1	     2	    5.942	     21.824	     28.977	     88.341	      0.367	     17.267	    3.188	    3.461	    4.322	    3.303
 1980	     1	     3	    1.966	     21.757	     28.375	     85.110	      0.351	     15.638	    4.312	    4.210	    5.229	    4.105
 1980	     1	     4	    4.017	     21.859	     28.856	     87.462	      0.364	     16.506	    4.147	    3.834	    4.764	    3.692
 1980	     1	     5	    3.903	     21.819	     29.890	     84.954	      0.652	     18.831	    3.894	    4.045	    5.018	    3.921
 1980	     1	     6	    1.627	     21.967	     30.160	     83.354	      0.637	     19.679	    3.963	    4.655	    5.693	    4.526
 1980	     1	     7	    1.971	     21.706	     29.909	     83.483	      0.466	     19.984	    3.990	    4.851	    5.948	    4.754
 1980	     1	     8	    1.796	     21.817	     30.190	     83.125	      0.583	     20.636	    4.194	    4.865	    6.013	    4.798
 1980	     1	     9	    1.851	     22.291	     30.188	     81.122	      0.847	     19.956	    4.618	    5.042	    6.211	    4.979
 1980	     1	    10	    2.376	     22.215	     30.168	     81.517	      0.916	     20.407	    4.151	    4.952	    6.038	    4.842
 1980	     1	    11	    2.244	     21.508	     30.877	     81.636	      1.045	     22.826	    3.858	    5.059	    6.162	    4.945
 1980	     1	    12	    0.261	     21.103	     30.788	     76.215	      1.069	     22.646	    4.078	    5.672	    6.842	    5.531
 1980	     1	    13	    0.126	     21.100	     30.347	     74.292	      0.885	     21.861	    3.925	    5.647	    6.771	    5.458
 1980	     1	    14	    0.323	     21.220	     30.709	     76.690	      0.728	     21.517	    4.214	    5.390	    6.534	    5.241
 1980	     1	    15	    0.408	     21.978	     30.760	     78.092	      0.658	     20.635	    4.488	    5.313	    6.456	    5.187
 1980	     1	    16	    0.594	     22.338	     31.243	     77.815	      0.702	     20.373	    4.675	    5.109	    6.240	    5.021
 1980	     1	    17	    1.471	     22.626	     30.226	     77.778	      0.493	     18.321	    4.408	    5.102	    6.198	    5.008
